Plot Title: T3A,,,,,,,
#,"Date Time, GMT-04:00","Temp, °C (LGR S/N: 21435198, SEN S/N: 21435198, LBL: T3A)",Coupler Detached (LGR S/N: 21435198),Coupler Attached (LGR S/N: 21435198),Host Connected (LGR S/N: 21435198),Stopped (LGR S/N: 21435198),End Of File (LGR S/N: 21435198)
924,6/28/24 1:33,1.764,,,,,
925,6/28/24 1:48,1.764,,,,,
926,6/28/24 2:03,1.764,,,,,
927,6/28/24 2:18,1.764,,,,,
928,6/28/24 2:33,1.764,,,,,
929,6/28/24 2:48,1.764,,,,,
930,6/28/24 3:03,1.764,,,,,
931,6/28/24 3:18,1.764,,,,,
932,6/28/24 3:33,1.764,,,,,
933,6/28/24 3:48,1.764,,,,,
934,6/28/24 4:03,1.764,,,,,
935,6/28/24 4:18,1.764,,,,,
936,6/28/24 4:33,1.656,,,,,
937,6/28/24 4:48,1.656,,,,,
938,6/28/24 5:03,1.656,,,,,
939,6/28/24 5:18,1.656,,,,,
940,6/28/24 5:33,1.656,,,,,
941,6/28/24 5:48,1.656,,,,,
942,6/28/24 6:03,1.656,,,,,
943,6/28/24 6:18,1.656,,,,,
944,6/28/24 6:33,1.656,,,,,
945,6/28/24 6:48,1.656,,,,,
946,6/28/24 7:03,1.656,,,,,
947,6/28/24 7:18,1.656,,,,,
948,6/28/24 7:33,1.656,,,,,
949,6/28/24 7:48,1.656,,,,,
950,6/28/24 8:03,1.764,,,,,
951,6/28/24 8:18,1.764,,,,,
952,6/28/24 8:33,1.764,,,,,
953,6/28/24 8:48,1.764,,,,,
954,6/28/24 9:03,1.872,,,,,
955,6/28/24 9:18,1.872,,,,,
956,6/28/24 9:33,1.98,,,,,
957,6/28/24 9:48,1.872,,,,,
958,6/28/24 10:03,1.872,,,,,
959,6/28/24 10:18,1.872,,,,,
960,6/28/24 10:33,1.872,,,,,
961,6/28/24 10:48,1.98,,,,,
962,6/28/24 11:03,1.872,,,,,
963,6/28/24 11:18,1.98,,,,,
964,6/28/24 11:33,1.98,,,,,
965,6/28/24 11:48,1.98,,,,,
966,6/28/24 12:03,1.98,,,,,
