Plot Title: T5A,,,,,,,
#,"Date Time, GMT-04:00","Temp, °C (LGR S/N: 20548752, SEN S/N: 20548752)",Coupler Detached (LGR S/N: 20548752),Host Connected (LGR S/N: 20548752),Coupler Attached (LGR S/N: 20548752),Stopped (LGR S/N: 20548752),End Of File (LGR S/N: 20548752)
1926,6/24/24 15:36,12.013,,,,,
1927,6/24/24 15:51,11.528,,,,,
1928,6/24/24 16:06,11.236,,,,,
1929,6/24/24 16:21,11.041,,,,,
1930,6/24/24 16:36,10.846,,,,,
1931,6/24/24 16:51,10.651,,,,,
1932,6/24/24 17:06,10.455,,,,,
1933,6/24/24 17:21,10.259,,,,,
1934,6/24/24 17:36,10.063,,,,,
1935,6/24/24 17:51,9.866,,,,,
1936,6/24/24 18:06,9.373,,,,,
1937,6/24/24 18:21,9.077,,,,,
1938,6/24/24 18:36,8.68,,,,,
1939,6/24/24 18:51,8.581,,,,,
1940,6/24/24 19:06,8.481,,,,,
1941,6/24/24 19:21,8.182,,,,,
1942,6/24/24 19:36,7.782,,,,,
1943,6/24/24 19:51,7.582,,,,,
1944,6/24/24 20:06,7.381,,,,,
1945,6/24/24 20:21,7.179,,,,,
1946,6/24/24 20:36,6.877,,,,,
1947,6/24/24 20:51,6.674,,,,,
1948,6/24/24 21:06,6.37,,,,,
1949,6/24/24 21:21,6.268,,,,,
1950,6/24/24 21:36,6.064,,,,,
1951,6/24/24 21:51,5.86,,,,,
1952,6/24/24 22:06,5.757,,,,,
1953,6/24/24 22:21,5.552,,,,,
1954,6/24/24 22:36,5.45,,,,,
1955,6/24/24 22:51,5.244,,,,,
1956,6/24/24 23:06,5.037,,,,,
1957,6/24/24 23:21,4.831,,,,,
1958,6/24/24 23:36,4.934,,,,,
1959,6/24/24 23:51,5.037,,,,,
1960,6/25/24 0:06,4.831,,,,,
1961,6/25/24 0:21,4.831,,,,,
1962,6/25/24 0:36,5.037,,,,,
1963,6/25/24 0:51,4.831,,,,,
1964,6/25/24 1:06,4.727,,,,,
1965,6/25/24 1:21,4.934,,,,,
1966,6/25/24 1:36,4.831,,,,,
1967,6/25/24 1:51,4.831,,,,,
1968,6/25/24 2:06,4.934,,,,,
1969,6/25/24 2:21,4.727,,,,,
1970,6/25/24 2:36,5.037,,,,,
1971,6/25/24 2:51,4.934,,,,,
1972,6/25/24 3:06,4.831,,,,,
1973,6/25/24 3:21,5.037,,,,,
1974,6/25/24 3:36,4.934,,,,,
1975,6/25/24 3:51,4.727,,,,,
1976,6/25/24 4:06,4.934,,,,,
1977,6/25/24 4:21,4.831,,,,,
1978,6/25/24 4:36,4.831,,,,,
1979,6/25/24 4:51,4.831,,,,,
1980,6/25/24 5:06,5.037,,,,,
1981,6/25/24 5:21,5.037,,,,,
1982,6/25/24 5:36,4.727,,,,,
1983,6/25/24 5:51,4.934,,,,,
1984,6/25/24 6:06,4.934,,,,,
1985,6/25/24 6:21,4.831,,,,,
1986,6/25/24 6:36,5.037,,,,,
1987,6/25/24 6:51,4.831,,,,,
1988,6/25/24 7:06,5.037,,,,,
1989,6/25/24 7:21,5.037,,,,,
1990,6/25/24 7:36,4.831,,,,,
1991,6/25/24 7:51,5.037,,,,,
1992,6/25/24 8:06,4.934,,,,,
1996,6/25/24 8:36,5.037,,,,,
1997,6/25/24 8:51,5.141,,,,,
1998,6/25/24 9:06,5.037,,,,,
1999,6/25/24 9:21,5.037,,,,,
2000,6/25/24 9:36,4.934,,,,,
2001,6/25/24 9:51,5.347,,,,,
2002,6/25/24 10:06,5.244,,,,,
2003,6/25/24 10:21,5.141,,,,,
2004,6/25/24 10:36,5.037,,,,,
2005,6/25/24 10:51,4.934,,,,,
2006,6/25/24 11:06,4.934,,,,,
2007,6/25/24 11:21,4.934,,,,,
2008,6/25/24 11:36,5.037,,,,,
2009,6/25/24 11:51,5.244,,,,,
2010,6/25/24 12:06,5.037,,,,,
2011,6/25/24 12:21,4.831,,,,,
2012,6/25/24 12:36,4.727,,,,,
2013,6/25/24 12:51,4.727,,,,,
2014,6/25/24 13:06,5.037,,,,,
2015,6/25/24 13:21,5.037,,,,,
2016,6/25/24 13:36,4.934,,,,,
2017,6/25/24 13:51,4.934,,,,,
2018,6/25/24 14:06,5.141,,,,,
2019,6/25/24 14:21,5.037,,,,,
2020,6/25/24 14:36,4.934,,,,,
2021,6/25/24 14:51,5.037,,,,,
2022,6/25/24 15:06,4.934,,,,,
2023,6/25/24 15:21,4.831,,,,,
2024,6/25/24 15:36,4.727,,,,,
2025,6/25/24 15:51,5.037,,,,,
2026,6/25/24 16:06,5.141,,,,,
2027,6/25/24 16:21,4.934,,,,,
2028,6/25/24 16:36,5.244,,,,,
2029,6/25/24 16:51,5.141,,,,,
2030,6/25/24 17:06,5.244,,,,,
2031,6/25/24 17:21,5.141,,,,,
2032,6/25/24 17:36,5.037,,,,,
2033,6/25/24 17:51,5.037,,,,,
2034,6/25/24 18:06,4.934,,,,,
2035,6/25/24 18:21,4.727,,,,,
2036,6/25/24 18:36,4.727,,,,,
2037,6/25/24 18:51,4.934,,,,,
2038,6/25/24 19:06,4.831,,,,,
2039,6/25/24 19:21,4.623,,,,,
2040,6/25/24 19:36,4.934,,,,,
2041,6/25/24 19:51,4.831,,,,,
2042,6/25/24 20:06,4.727,,,,,
2043,6/25/24 20:21,5.037,,,,,
2044,6/25/24 20:36,4.934,,,,,
2045,6/25/24 20:51,4.727,,,,,
2046,6/25/24 21:06,4.623,,,,,
2047,6/25/24 21:21,4.831,,,,,
2048,6/25/24 21:36,4.727,,,,,
2049,6/25/24 21:51,4.727,,,,,
2050,6/25/24 22:06,4.934,,,,,
2051,6/25/24 22:21,4.831,,,,,
2052,6/25/24 22:36,4.727,,,,,
2053,6/25/24 22:51,4.623,,,,,
2054,6/25/24 23:06,4.934,,,,,
2055,6/25/24 23:21,4.934,,,,,
2056,6/25/24 23:36,4.831,,,,,
2057,6/25/24 23:51,5.037,,,,,
2058,6/26/24 0:06,4.934,,,,,
2059,6/26/24 0:21,4.831,,,,,
2060,6/26/24 0:36,4.727,,,,,
2061,6/26/24 0:51,5.037,,,,,
2062,6/26/24 1:06,4.934,,,,,
2063,6/26/24 1:21,4.831,,,,,
2064,6/26/24 1:36,4.623,,,,,
2065,6/26/24 1:51,4.934,,,,,
2066,6/26/24 2:06,4.831,,,,,
2067,6/26/24 2:21,4.727,,,,,
2068,6/26/24 2:36,4.934,,,,,
2069,6/26/24 2:51,4.934,,,,,
2070,6/26/24 3:06,4.831,,,,,
2071,6/26/24 3:21,4.727,,,,,
2072,6/26/24 3:36,4.934,,,,,
2073,6/26/24 3:51,4.934,,,,,
2074,6/26/24 4:06,4.727,,,,,
2075,6/26/24 4:21,4.727,,,,,
2076,6/26/24 4:36,4.934,,,,,
2077,6/26/24 4:51,4.831,,,,,
2078,6/26/24 5:06,4.727,,,,,
2079,6/26/24 5:21,4.727,,,,,
2080,6/26/24 5:36,5.037,,,,,
2081,6/26/24 5:51,4.934,,,,,
2082,6/26/24 6:06,4.831,,,,,
2083,6/26/24 6:21,4.727,,,,,
2084,6/26/24 6:36,5.037,,,,,
2085,6/26/24 6:51,4.934,,,,,
2086,6/26/24 7:06,4.831,,,,,
2087,6/26/24 7:21,4.727,,,,,
2088,6/26/24 7:36,4.831,,,,,
2089,6/26/24 7:51,5.037,,,,,
2093,6/26/24 8:21,5.141,,,,,
2094,6/26/24 8:36,5.45,,,,,
2095,6/26/24 8:51,5.45,,,,,
2096,6/26/24 9:06,5.552,,,,,
2097,6/26/24 9:21,5.552,,,,,
2098,6/26/24 9:36,5.552,,,,,
2099,6/26/24 9:51,5.757,,,,,
2100,6/26/24 10:06,5.655,,,,,
2101,6/26/24 10:21,5.552,,,,,
2102,6/26/24 10:36,5.552,,,,,
2103,6/26/24 10:51,5.45,,,,,
2104,6/26/24 11:06,5.552,,,,,
2105,6/26/24 11:21,5.552,,,,,
2106,6/26/24 11:36,5.552,,,,,
2107,6/26/24 11:51,5.552,,,,,
2108,6/26/24 12:06,5.552,,,,,
2109,6/26/24 12:21,5.552,,,,,
2110,6/26/24 12:36,5.552,,,,,
2111,6/26/24 12:51,5.655,,,,,
2112,6/26/24 13:06,5.655,,,,,
2113,6/26/24 13:21,5.655,,,,,
2114,6/26/24 13:36,5.757,,,,,
2115,6/26/24 13:51,5.757,,,,,
2116,6/26/24 14:06,5.757,,,,,
2117,6/26/24 14:21,5.757,,,,,
2118,6/26/24 14:36,5.757,,,,,
2119,6/26/24 14:51,5.86,,,,,
2120,6/26/24 15:06,5.86,,,,,
2121,6/26/24 15:21,5.86,,,,,
2122,6/26/24 15:36,5.86,,,,,
2123,6/26/24 15:51,5.86,,,,,
2124,6/26/24 16:06,5.86,,,,,
2125,6/26/24 16:21,5.962,,,,,
2126,6/26/24 16:36,5.962,,,,,
2127,6/26/24 16:51,5.962,,,,,
2128,6/26/24 17:06,5.962,,,,,
2129,6/26/24 17:21,5.962,,,,,
2130,6/26/24 17:36,6.064,,,,,
2131,6/26/24 17:51,6.064,,,,,
2132,6/26/24 18:06,5.962,,,,,
2133,6/26/24 18:21,5.86,,,,,
2134,6/26/24 18:36,5.757,,,,,
2135,6/26/24 18:51,5.655,,,,,
2136,6/26/24 19:06,5.552,,,,,
2137,6/26/24 19:21,5.45,,,,,
2138,6/26/24 19:36,5.347,,,,,
2139,6/26/24 19:51,5.244,,,,,
2140,6/26/24 20:06,5.141,,,,,
2141,6/26/24 20:21,5.141,,,,,
2142,6/26/24 20:36,5.45,,,,,
2143,6/26/24 20:51,5.347,,,,,
2144,6/26/24 21:06,5.244,,,,,
2145,6/26/24 21:21,5.244,,,,,
2146,6/26/24 21:36,5.45,,,,,
2147,6/26/24 21:51,5.347,,,,,
2148,6/26/24 22:06,5.244,,,,,
2149,6/26/24 22:21,5.347,,,,,
2150,6/26/24 22:36,5.45,,,,,
2151,6/26/24 22:51,5.347,,,,,
2152,6/26/24 23:06,5.244,,,,,
2153,6/26/24 23:21,5.45,,,,,
2154,6/26/24 23:36,5.347,,,,,
2155,6/26/24 23:51,5.244,,,,,
2156,6/27/24 0:06,5.141,,,,,
2157,6/27/24 0:21,5.45,,,,,
2158,6/27/24 0:36,5.347,,,,,
2159,6/27/24 0:51,5.244,,,,,
2160,6/27/24 1:06,5.244,,,,,
2161,6/27/24 1:21,5.45,,,,,
2162,6/27/24 1:36,5.347,,,,,
2163,6/27/24 1:51,5.244,,,,,
2164,6/27/24 2:06,5.141,,,,,
2165,6/27/24 2:21,5.552,,,,,
2166,6/27/24 2:36,5.45,,,,,
2167,6/27/24 2:51,5.347,,,,,
2168,6/27/24 3:06,5.244,,,,,
2169,6/27/24 3:21,5.552,,,,,
2170,6/27/24 3:36,5.45,,,,,
2171,6/27/24 3:51,5.347,,,,,
2172,6/27/24 4:06,5.244,,,,,
2173,6/27/24 4:21,5.45,,,,,
2174,6/27/24 4:36,5.45,,,,,
2175,6/27/24 4:51,5.347,,,,,
2176,6/27/24 5:06,5.244,,,,,
2177,6/27/24 5:21,5.347,,,,,
2178,6/27/24 5:36,5.347,,,,,
2179,6/27/24 5:51,5.347,,,,,
2180,6/27/24 6:06,5.244,,,,,
2181,6/27/24 6:21,5.45,,,,,
2182,6/27/24 6:36,5.347,,,,,
2183,6/27/24 6:51,5.244,,,,,
2184,6/27/24 7:06,5.141,,,,,
2185,6/27/24 7:21,5.45,,,,,
2186,6/27/24 7:36,5.45,,,,,
2187,6/27/24 7:51,5.347,,,,,
2188,6/27/24 8:06,5.244,,,,,
2189,6/27/24 8:21,5.244,,,,,
2190,6/27/24 8:36,5.347,,,,,
2191,6/27/24 8:51,5.347,,,,,
2192,6/27/24 9:06,5.347,,,,,
2193,6/27/24 9:21,5.347,,,,,
2194,6/27/24 9:36,5.347,,,,,
2195,6/27/24 9:51,5.347,,,,,
2196,6/27/24 10:06,5.45,,,,,
2197,6/27/24 10:21,5.45,,,,,
2198,6/27/24 10:36,5.552,,,,,
2199,6/27/24 10:51,5.552,,,,,
2200,6/27/24 11:06,5.552,,,,,
2201,6/27/24 11:21,5.655,,,,,
2202,6/27/24 11:36,5.655,,,,,
2203,6/27/24 11:51,5.655,,,,,
2204,6/27/24 12:06,5.757,,,,,
2205,6/27/24 12:21,5.757,,,,,
2206,6/27/24 12:36,5.757,,,,,
2207,6/27/24 12:51,5.757,,,,,
2208,6/27/24 13:06,5.86,,,,,
2209,6/27/24 13:21,5.86,,,,,
2210,6/27/24 13:36,5.86,,,,,
2211,6/27/24 13:51,5.86,,,,,
2212,6/27/24 14:06,5.962,,,,,
2213,6/27/24 14:21,5.962,,,,,
2214,6/27/24 14:36,5.962,,,,,
2215,6/27/24 14:51,6.064,,,,,
2216,6/27/24 15:06,6.064,,,,,
2217,6/27/24 15:21,6.064,,,,,
2218,6/27/24 15:36,6.064,,,,,
2219,6/27/24 15:51,6.064,,,,,
2220,6/27/24 16:06,6.064,,,,,
2221,6/27/24 16:21,6.166,,,,,
2222,6/27/24 16:36,6.166,,,,,
2223,6/27/24 16:51,6.166,,,,,
2224,6/27/24 17:06,6.166,,,,,
2225,6/27/24 17:21,6.166,,,,,
2226,6/27/24 17:36,6.166,,,,,
2227,6/27/24 17:51,6.166,,,,,
2228,6/27/24 18:06,5.962,,,,,
2229,6/27/24 18:21,5.86,,,,,
2230,6/27/24 18:36,5.757,,,,,
2231,6/27/24 18:51,5.655,,,,,
2232,6/27/24 19:06,5.552,,,,,
2233,6/27/24 19:21,5.45,,,,,
2234,6/27/24 19:36,5.347,,,,,
2235,6/27/24 19:51,5.244,,,,,
2236,6/27/24 20:06,5.141,,,,,
2237,6/27/24 20:21,5.037,,,,,
2238,6/27/24 20:36,5.347,,,,,
2239,6/27/24 20:51,5.244,,,,,
2240,6/27/24 21:06,5.141,,,,,
2241,6/27/24 21:21,5.037,,,,,
2242,6/27/24 21:36,5.347,,,,,
2243,6/27/24 21:51,5.244,,,,,
2244,6/27/24 22:06,5.141,,,,,
2245,6/27/24 22:21,5.45,,,,,
2246,6/27/24 22:36,5.347,,,,,
2247,6/27/24 22:51,5.244,,,,,
2248,6/27/24 23:06,5.141,,,,,
2249,6/27/24 23:21,5.347,,,,,
2250,6/27/24 23:36,5.244,,,,,
2251,6/27/24 23:51,5.141,,,,,
2252,6/28/24 0:06,5.037,,,,,
2253,6/28/24 0:21,5.244,,,,,
2254,6/28/24 0:36,5.244,,,,,
2255,6/28/24 0:51,5.141,,,,,
2256,6/28/24 1:06,5.037,,,,,
2257,6/28/24 1:21,5.347,,,,,
2258,6/28/24 1:36,5.244,,,,,
2259,6/28/24 1:51,5.141,,,,,
2260,6/28/24 2:06,4.934,,,,,
2261,6/28/24 2:21,5.244,,,,,
2262,6/28/24 2:36,5.141,,,,,
2263,6/28/24 2:51,5.037,,,,,
2264,6/28/24 3:06,5.141,,,,,
2265,6/28/24 3:21,5.244,,,,,
2266,6/28/24 3:36,5.141,,,,,
2267,6/28/24 3:51,5.037,,,,,
2268,6/28/24 4:06,5.141,,,,,
2269,6/28/24 4:21,5.141,,,,,
2270,6/28/24 4:36,5.037,,,,,
2271,6/28/24 4:51,4.934,,,,,
2272,6/28/24 5:06,5.141,,,,,
2273,6/28/24 5:21,5.037,,,,,
2274,6/28/24 5:36,5.037,,,,,
2275,6/28/24 5:51,5.141,,,,,
2276,6/28/24 6:06,5.244,,,,,
2277,6/28/24 6:21,5.037,,,,,
2278,6/28/24 6:36,4.934,,,,,
2279,6/28/24 6:51,5.037,,,,,
2280,6/28/24 7:06,5.141,,,,,
2281,6/28/24 7:21,5.037,,,,,
2282,6/28/24 7:36,4.934,,,,,
2283,6/28/24 7:51,5.037,,,,,
2284,6/28/24 8:06,5.037,,,,,
2285,6/28/24 8:21,5.037,,,,,
2286,6/28/24 8:36,5.141,,,,,
2287,6/28/24 8:51,5.037,,,,,
2288,6/28/24 9:06,5.037,,,,,
2289,6/28/24 9:21,5.037,,,,,
2290,6/28/24 9:36,5.244,,,,,
2291,6/28/24 9:51,5.347,,,,,
2292,6/28/24 10:06,5.347,,,,,
2293,6/28/24 10:21,5.347,,,,,
2294,6/28/24 10:36,5.347,,,,,
2295,6/28/24 10:51,5.552,,,,,
2296,6/28/24 11:06,5.552,,,,,
2297,6/28/24 11:21,5.757,,,,,
2298,6/28/24 11:36,5.757,,,,,
2299,6/28/24 11:51,5.757,,,,,
2300,6/28/24 12:06,5.86,,,,,
