Plot Title: T8B-2,,,,,,,
#,"Date Time, GMT-04:00","Temp, °C (LGR S/N: 21435200, SEN S/N: 21435200)",Coupler Detached (LGR S/N: 21435200),Host Connected (LGR S/N: 21435200),Coupler Attached (LGR S/N: 21435200),Stopped (LGR S/N: 21435200),End Of File (LGR S/N: 21435200)
152,7/25/24 5:22,5.244,,,,,
153,7/25/24 5:37,5.141,,,,,
154,7/25/24 5:52,5.45,,,,,
155,7/25/24 6:07,5.347,,,,,
156,7/25/24 6:22,5.141,,,,,
157,7/25/24 6:37,5.45,,,,,
158,7/25/24 6:52,5.347,,,,,
159,7/25/24 7:07,5.141,,,,,
160,7/25/24 7:22,5.45,,,,,
161,7/25/24 7:37,5.347,,,,,
162,7/25/24 7:52,5.141,,,,,
163,7/25/24 8:07,5.45,,,,,
164,7/25/24 8:22,5.347,,,,,
165,7/25/24 8:37,5.244,,,,,
166,7/25/24 8:52,5.037,,,,,
167,7/25/24 9:07,5.552,,,,,
168,7/25/24 9:22,5.347,,,,,
169,7/25/24 9:37,5.244,,,,,
170,7/25/24 9:52,5.037,,,,,
171,7/25/24 10:07,5.45,,,,,
172,7/25/24 10:22,5.347,,,,,
173,7/25/24 10:37,5.141,,,,,
174,7/25/24 10:52,5.141,,,,,
175,7/25/24 11:07,5.347,,,,,
176,7/25/24 11:22,5.244,,,,,
177,7/25/24 11:37,5.037,,,,,
178,7/25/24 11:52,5.45,,,,,
179,7/25/24 12:07,5.347,,,,,
180,7/25/24 12:22,5.141,,,,,
181,7/25/24 12:37,5.552,,,,,
182,7/25/24 12:52,5.347,,,,,
183,7/25/24 13:07,5.244,,,,,
184,7/25/24 13:22,5.141,,,,,
185,7/25/24 13:37,5.45,,,,,
186,7/25/24 13:52,5.347,,,,,
187,7/25/24 14:07,5.141,,,,,
188,7/25/24 14:22,5.45,,,,,
189,7/25/24 14:37,5.347,,,,,
190,7/25/24 14:52,5.244,,,,,
191,7/25/24 15:07,5.037,,,,,
192,7/25/24 15:22,5.45,,,,,
193,7/25/24 15:37,5.347,,,,,
194,7/25/24 15:52,5.141,,,,,
195,7/25/24 16:07,5.141,,,,,
196,7/25/24 16:22,5.45,,,,,
197,7/25/24 16:37,5.244,,,,,
198,7/25/24 16:52,5.141,,,,,
199,7/25/24 17:07,5.45,,,,,
200,7/25/24 17:22,5.347,,,,,
201,7/25/24 17:37,5.244,,,,,
202,7/25/24 17:52,5.037,,,,,
203,7/25/24 18:07,5.45,,,,,
204,7/25/24 18:22,5.347,,,,,
205,7/25/24 18:37,5.141,,,,,
206,7/25/24 18:52,5.347,,,,,
207,7/25/24 19:07,5.347,,,,,
208,7/25/24 19:22,5.141,,,,,
209,7/25/24 19:37,5.45,,,,,
210,7/25/24 19:52,5.347,,,,,
211,7/25/24 20:07,5.141,,,,,
212,7/25/24 20:22,5.244,,,,,
213,7/25/24 20:37,5.45,,,,,
214,7/25/24 20:52,5.244,,,,,
215,7/25/24 21:07,5.141,,,,,
216,7/25/24 21:22,5.45,,,,,
217,7/25/24 21:37,5.347,,,,,
218,7/25/24 21:52,5.141,,,,,
219,7/25/24 22:07,5.244,,,,,
220,7/25/24 22:22,5.347,,,,,
221,7/25/24 22:37,5.141,,,,,
222,7/25/24 22:52,5.141,,,,,
223,7/25/24 23:07,5.45,,,,,
224,7/25/24 23:22,5.244,,,,,
225,7/25/24 23:37,5.141,,,,,
226,7/25/24 23:52,5.45,,,,,
227,7/26/24 0:07,5.244,,,,,
228,7/26/24 0:22,5.141,,,,,
229,7/26/24 0:37,5.552,,,,,
230,7/26/24 0:52,5.45,,,,,
231,7/26/24 1:07,5.244,,,,,
232,7/26/24 1:22,5.141,,,,,
233,7/26/24 1:37,5.347,,,,,
234,7/26/24 1:52,5.244,,,,,
235,7/26/24 2:07,5.037,,,,,
236,7/26/24 2:22,5.45,,,,,
237,7/26/24 2:37,5.244,,,,,
238,7/26/24 2:52,5.141,,,,,
239,7/26/24 3:07,5.45,,,,,
240,7/26/24 3:22,5.347,,,,,
241,7/26/24 3:37,5.141,,,,,
242,7/26/24 3:52,5.244,,,,,
243,7/26/24 4:07,5.347,,,,,
244,7/26/24 4:22,5.141,,,,,
245,7/26/24 4:37,5.037,,,,,
246,7/26/24 4:52,5.45,,,,,
247,7/26/24 5:07,5.244,,,,,
248,7/26/24 5:22,5.141,,,,,
249,7/26/24 5:37,5.552,,,,,
250,7/26/24 5:52,5.347,,,,,
251,7/26/24 6:07,5.244,,,,,
252,7/26/24 6:22,5.037,,,,,
253,7/26/24 6:37,5.347,,,,,
254,7/26/24 6:52,5.244,,,,,
255,7/26/24 7:07,5.037,,,,,
256,7/26/24 7:22,5.347,,,,,
257,7/26/24 7:37,5.244,,,,,
258,7/26/24 7:52,5.141,,,,,
259,7/26/24 8:07,5.45,,,,,
260,7/26/24 8:22,5.244,,,,,
261,7/26/24 8:37,5.141,,,,,
262,7/26/24 8:52,5.037,,,,,
263,7/26/24 9:07,5.45,,,,,
264,7/26/24 9:22,5.244,,,,,
265,7/26/24 9:37,5.141,,,,,
266,7/26/24 9:52,5.552,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
