Plot Title: T7A,,,,,,,
#,"Date Time, GMT-04:00","Temp, °C (LGR S/N: 20548776, SEN S/N: 20548776, LBL: T7A)",Coupler Detached (LGR S/N: 20548776),Coupler Attached (LGR S/N: 20548776),Host Connected (LGR S/N: 20548776),Stopped (LGR S/N: 20548776),End Of File (LGR S/N: 20548776)
2379,7/23/24 10:39,5.244,,,,,
2380,7/23/24 10:54,5.244,,,,,
2381,7/23/24 11:09,5.244,,,,,
2382,7/23/24 11:24,5.244,,,,,
2383,7/23/24 11:39,5.45,,,,,
2384,7/23/24 11:54,5.244,,,,,
2385,7/23/24 12:09,5.141,,,,,
2386,7/23/24 12:24,5.347,,,,,
2387,7/23/24 12:39,5.244,,,,,
2388,7/23/24 12:54,5.141,,,,,
2389,7/23/24 13:09,5.347,,,,,
2390,7/23/24 13:24,5.244,,,,,
2391,7/23/24 13:39,5.037,,,,,
2392,7/23/24 13:54,5.347,,,,,
2393,7/23/24 14:09,5.244,,,,,
2394,7/23/24 14:24,5.244,,,,,
2395,7/23/24 14:39,5.347,,,,,
2396,7/23/24 14:54,5.141,,,,,
2397,7/23/24 15:09,5.141,,,,,
2398,7/23/24 15:24,5.347,,,,,
2399,7/23/24 15:39,5.244,,,,,
2404,7/23/24 16:24,5.244,,,,,
2405,7/23/24 16:39,5.037,,,,,
2406,7/23/24 16:54,5.244,,,,,
2407,7/23/24 17:09,5.037,,,,,
2408,7/23/24 17:24,5.244,,,,,
2409,7/23/24 17:39,5.244,,,,,
2410,7/23/24 17:54,5.141,,,,,
2411,7/23/24 18:09,5.347,,,,,
2412,7/23/24 18:24,5.141,,,,,
2413,7/23/24 18:39,5.347,,,,,
2414,7/23/24 18:54,5.244,,,,,
2415,7/23/24 19:09,5.347,,,,,
2416,7/23/24 19:24,5.244,,,,,
2417,7/23/24 19:39,5.141,,,,,
2418,7/23/24 19:54,5.347,,,,,
2419,7/23/24 20:09,5.141,,,,,
2420,7/23/24 20:24,5.347,,,,,
2421,7/23/24 20:39,5.244,,,,,
2422,7/23/24 20:54,5.037,,,,,
2423,7/23/24 21:09,5.244,,,,,
2424,7/23/24 21:24,5.141,,,,,
2425,7/23/24 21:39,5.347,,,,,
2426,7/23/24 21:54,5.244,,,,,
2427,7/23/24 22:09,5.347,,,,,
2428,7/23/24 22:24,5.244,,,,,
2429,7/23/24 22:39,5.347,,,,,
2430,7/23/24 22:54,5.347,,,,,
2431,7/23/24 23:09,5.244,,,,,
2432,7/23/24 23:24,5.45,,,,,
2433,7/23/24 23:39,5.244,,,,,
2434,7/23/24 23:54,5.347,,,,,
2435,7/24/24 0:09,5.347,,,,,
2436,7/24/24 0:24,5.141,,,,,
2437,7/24/24 0:39,5.45,,,,,
2438,7/24/24 0:54,5.244,,,,,
2439,7/24/24 1:09,5.45,,,,,
2440,7/24/24 1:24,5.347,,,,,
2441,7/24/24 1:39,5.141,,,,,
2442,7/24/24 1:54,5.45,,,,,
2443,7/24/24 2:09,5.244,,,,,
2444,7/24/24 2:24,5.347,,,,,
2445,7/24/24 2:39,5.347,,,,,
2446,7/24/24 2:54,5.141,,,,,
2447,7/24/24 3:09,5.347,,,,,
2448,7/24/24 3:24,5.244,,,,,
2449,7/24/24 3:39,5.45,,,,,
2450,7/24/24 3:54,5.244,,,,,
2451,7/24/24 4:09,5.244,,,,,
2452,7/24/24 4:24,5.347,,,,,
2453,7/24/24 4:39,5.141,,,,,
2454,7/24/24 4:54,5.347,,,,,
2455,7/24/24 5:09,5.244,,,,,
2456,7/24/24 5:24,5.244,,,,,
2457,7/24/24 5:39,5.347,,,,,
2458,7/24/24 5:54,5.141,,,,,
2459,7/24/24 6:09,5.347,,,,,
2460,7/24/24 6:24,5.244,,,,,
2461,7/24/24 6:39,5.45,,,,,
2462,7/24/24 6:54,5.347,,,,,
2463,7/24/24 7:09,5.141,,,,,
2464,7/24/24 7:24,5.347,,,,,
2465,7/24/24 7:39,5.244,,,,,
2466,7/24/24 7:54,5.45,,,,,
2467,7/24/24 8:09,5.347,,,,,
2468,7/24/24 8:24,5.141,,,,,
2469,7/24/24 8:39,5.45,,,,,
2470,7/24/24 8:54,5.347,,,,,
2471,7/24/24 9:09,5.141,,,,,
2472,7/24/24 9:24,5.45,,,,,
2473,7/24/24 9:39,5.347,,,,,
2474,7/24/24 9:54,5.141,,,,,
2475,7/24/24 10:09,5.552,,,,,
2476,7/24/24 10:24,5.347,,,,,
2477,7/24/24 10:39,5.141,,,,,
2478,7/24/24 10:54,5.347,,,,,
2479,7/24/24 11:09,5.244,,,,,
2480,7/24/24 11:24,5.141,,,,,
2485,7/24/24 12:09,5.141,,,,,
2486,7/24/24 12:24,5.347,,,,,
2487,7/24/24 12:39,5.244,,,,,
2488,7/24/24 12:54,5.141,,,,,
2489,7/24/24 13:09,5.141,,,,,
2490,7/24/24 13:24,5.244,,,,,
2491,7/24/24 13:39,5.141,,,,,
2492,7/24/24 13:54,5.141,,,,,
2493,7/24/24 14:09,5.244,,,,,
2494,7/24/24 14:24,5.141,,,,,
2495,7/24/24 14:39,5.037,,,,,
2496,7/24/24 14:54,5.244,,,,,
2497,7/24/24 15:09,5.141,,,,,
2498,7/24/24 15:24,5.037,,,,,
2499,7/24/24 15:39,5.347,,,,,
2500,7/24/24 15:54,5.141,,,,,
2501,7/24/24 16:09,5.037,,,,,
2502,7/24/24 16:24,5.347,,,,,
2503,7/24/24 16:39,5.244,,,,,
2504,7/24/24 16:54,5.141,,,,,
2505,7/24/24 17:09,5.45,,,,,
2506,7/24/24 17:24,5.347,,,,,
2507,7/24/24 17:39,5.141,,,,,
2508,7/24/24 17:54,5.45,,,,,
2509,7/24/24 18:09,5.347,,,,,
2510,7/24/24 18:24,5.141,,,,,
2511,7/24/24 18:39,5.45,,,,,
2512,7/24/24 18:54,5.244,,,,,
2513,7/24/24 19:09,5.141,,,,,
2514,7/24/24 19:24,5.45,,,,,
2515,7/24/24 19:39,5.244,,,,,
2516,7/24/24 19:54,5.347,,,,,
2517,7/24/24 20:09,5.347,,,,,
2518,7/24/24 20:24,5.244,,,,,
2519,7/24/24 20:39,5.45,,,,,
2520,7/24/24 20:54,5.347,,,,,
2521,7/24/24 21:09,5.244,,,,,
2522,7/24/24 21:24,5.45,,,,,
2523,7/24/24 21:39,5.347,,,,,
2524,7/24/24 21:54,5.244,,,,,
2525,7/24/24 22:09,5.45,,,,,
2526,7/24/24 22:24,5.347,,,,,
2527,7/24/24 22:39,5.141,,,,,
2528,7/24/24 22:54,5.45,,,,,
2529,7/24/24 23:09,5.244,,,,,
2530,7/24/24 23:24,5.347,,,,,
2531,7/24/24 23:39,5.45,,,,,
2532,7/24/24 23:54,5.244,,,,,
2533,7/25/24 0:09,5.141,,,,,
2534,7/25/24 0:24,5.347,,,,,
2535,7/25/24 0:39,5.244,,,,,
2536,7/25/24 0:54,5.45,,,,,
2537,7/25/24 1:09,5.347,,,,,
2538,7/25/24 1:24,5.244,,,,,
2539,7/25/24 1:39,5.45,,,,,
2540,7/25/24 1:54,5.347,,,,,
2541,7/25/24 2:09,5.244,,,,,
2542,7/25/24 2:24,5.45,,,,,
2543,7/25/24 2:39,5.347,,,,,
2544,7/25/24 2:54,5.244,,,,,
2545,7/25/24 3:09,5.45,,,,,
2546,7/25/24 3:24,5.347,,,,,
2547,7/25/24 3:39,5.244,,,,,
2548,7/25/24 3:54,5.45,,,,,
2549,7/25/24 4:09,5.347,,,,,
2550,7/25/24 4:24,5.244,,,,,
2551,7/25/24 4:39,5.45,,,,,
2552,7/25/24 4:54,5.347,,,,,
2553,7/25/24 5:09,5.244,,,,,
2554,7/25/24 5:24,5.45,,,,,
2555,7/25/24 5:39,5.347,,,,,
2556,7/25/24 5:54,5.141,,,,,
2557,7/25/24 6:09,5.552,,,,,
2558,7/25/24 6:24,5.347,,,,,
2559,7/25/24 6:39,5.244,,,,,
2560,7/25/24 6:54,5.45,,,,,
2561,7/25/24 7:09,5.347,,,,,
2562,7/25/24 7:24,5.244,,,,,
2563,7/25/24 7:39,5.45,,,,,
2564,7/25/24 7:54,5.347,,,,,
2565,7/25/24 8:09,5.244,,,,,
2566,7/25/24 8:24,5.45,,,,,
2567,7/25/24 8:39,5.45,,,,,
2568,7/25/24 8:54,5.244,,,,,
2569,7/25/24 9:09,5.141,,,,,
2570,7/25/24 9:24,5.45,,,,,
2571,7/25/24 9:39,5.347,,,,,
2572,7/25/24 9:54,5.244,,,,,
2573,7/25/24 10:09,5.45,,,,,
2574,7/25/24 10:24,5.347,,,,,
2575,7/25/24 10:39,5.244,,,,,
2576,7/25/24 10:54,5.45,,,,,
2577,7/25/24 11:09,5.347,,,,,
2578,7/25/24 11:24,5.244,,,,,
2579,7/25/24 11:39,5.45,,,,,
2580,7/25/24 11:54,5.347,,,,,
2581,7/25/24 12:09,5.244,,,,,
2582,7/25/24 12:24,5.45,,,,,
2583,7/25/24 12:39,5.347,,,,,
2584,7/25/24 12:54,5.244,,,,,
2585,7/25/24 13:09,5.552,,,,,
2586,7/25/24 13:24,5.45,,,,,
2587,7/25/24 13:39,5.347,,,,,
2588,7/25/24 13:54,5.244,,,,,
2589,7/25/24 14:09,5.552,,,,,
2590,7/25/24 14:24,5.45,,,,,
2591,7/25/24 14:39,5.347,,,,,
2592,7/25/24 14:54,5.244,,,,,
2593,7/25/24 15:09,5.45,,,,,
2594,7/25/24 15:24,5.347,,,,,
2595,7/25/24 15:39,5.244,,,,,
2596,7/25/24 15:54,5.141,,,,,
2597,7/25/24 16:09,5.45,,,,,
2598,7/25/24 16:24,5.347,,,,,
2599,7/25/24 16:39,5.244,,,,,
2600,7/25/24 16:54,5.45,,,,,
2601,7/25/24 17:09,5.347,,,,,
2602,7/25/24 17:24,5.244,,,,,
2603,7/25/24 17:39,5.141,,,,,
2604,7/25/24 17:54,5.45,,,,,
2605,7/25/24 18:09,5.347,,,,,
2606,7/25/24 18:24,5.244,,,,,
2607,7/25/24 18:39,5.552,,,,,
2608,7/25/24 18:54,5.45,,,,,
2609,7/25/24 19:09,5.347,,,,,
2610,7/25/24 19:24,5.244,,,,,
2611,7/25/24 19:39,5.552,,,,,
2612,7/25/24 19:54,5.45,,,,,
2613,7/25/24 20:09,5.244,,,,,
2614,7/25/24 20:24,5.141,,,,,
2615,7/25/24 20:39,5.552,,,,,
2616,7/25/24 20:54,5.45,,,,,
2617,7/25/24 21:09,5.347,,,,,
2618,7/25/24 21:24,5.244,,,,,
2619,7/25/24 21:39,5.45,,,,,
2620,7/25/24 21:54,5.347,,,,,
2621,7/25/24 22:09,5.244,,,,,
2622,7/25/24 22:24,5.141,,,,,
2623,7/25/24 22:39,5.45,,,,,
2624,7/25/24 22:54,5.244,,,,,
2625,7/25/24 23:09,5.141,,,,,
2626,7/25/24 23:24,5.347,,,,,
2627,7/25/24 23:39,5.244,,,,,
2628,7/25/24 23:54,5.141,,,,,
2629,7/26/24 0:09,5.244,,,,,
2630,7/26/24 0:24,5.347,,,,,
2631,7/26/24 0:39,5.141,,,,,
2632,7/26/24 0:54,5.037,,,,,
2633,7/26/24 1:09,5.347,,,,,
2634,7/26/24 1:24,5.244,,,,,
2635,7/26/24 1:39,5.141,,,,,
2636,7/26/24 1:54,5.037,,,,,
2637,7/26/24 2:09,5.347,,,,,
2638,7/26/24 2:24,5.244,,,,,
2639,7/26/24 2:39,5.141,,,,,
2640,7/26/24 2:54,5.347,,,,,
2641,7/26/24 3:09,5.244,,,,,
2642,7/26/24 3:24,5.141,,,,,
2643,7/26/24 3:39,5.347,,,,,
2644,7/26/24 3:54,5.347,,,,,
2645,7/26/24 4:09,5.244,,,,,
2646,7/26/24 4:24,5.141,,,,,
2647,7/26/24 4:39,5.347,,,,,
2648,7/26/24 4:54,5.244,,,,,
2649,7/26/24 5:09,5.141,,,,,
2650,7/26/24 5:24,5.45,,,,,
2651,7/26/24 5:39,5.347,,,,,
2652,7/26/24 5:54,5.244,,,,,
2653,7/26/24 6:09,5.141,,,,,
2654,7/26/24 6:24,5.45,,,,,
2655,7/26/24 6:39,5.347,,,,,
2656,7/26/24 6:54,5.141,,,,,
2657,7/26/24 7:09,5.347,,,,,
2658,7/26/24 7:24,5.347,,,,,
2659,7/26/24 7:39,5.244,,,,,
2660,7/26/24 7:54,5.141,,,,,
2661,7/26/24 8:09,5.45,,,,,
2662,7/26/24 8:24,5.347,,,,,
2663,7/26/24 8:39,5.244,,,,,
2664,7/26/24 8:54,5.141,,,,,
2665,7/26/24 9:09,5.45,,,,,
2666,7/26/24 9:24,5.347,,,,,
2667,7/26/24 9:39,5.244,,,,,
2668,7/26/24 9:54,5.141,,,,,
2669,7/26/24 10:09,5.45,,,,,
