Plot Title: T2AME,,
#,"Date Time, GMT-04:00","Temp, °C (LGR S/N: 20548772, SEN S/N: 20548772)"
173,7/25/24 11:16,24.255
174,7/25/24 11:31,24.255
175,7/25/24 11:46,24.255
176,7/25/24 12:01,24.255
177,7/25/24 12:16,24.255
178,7/25/24 12:31,24.255
179,7/25/24 12:46,24.255
180,7/25/24 13:01,24.255
181,7/25/24 13:16,24.255
182,7/25/24 13:31,24.255
183,7/25/24 13:46,24.255
184,7/25/24 14:01,24.255
185,7/25/24 14:16,24.255
186,7/25/24 14:31,24.545
187,7/25/24 14:46,27.37
188,7/25/24 15:01,29.652
189,7/25/24 15:16,29.552
190,7/25/24 15:31,29.652
191,7/25/24 15:46,29.552
192,7/25/24 16:01,29.652
193,7/25/24 16:16,29.752
194,7/25/24 16:31,29.552
195,7/25/24 16:46,29.752
196,7/25/24 17:01,29.552
197,7/25/24 17:16,29.652
198,7/25/24 17:31,29.552
199,7/25/24 17:46,29.752
200,7/25/24 18:01,29.752
201,7/25/24 18:16,29.652
202,7/25/24 18:31,29.752
203,7/25/24 18:46,29.552
204,7/25/24 19:01,29.752
205,7/25/24 19:16,29.552
206,7/25/24 19:31,29.652
207,7/25/24 19:46,29.752
208,7/25/24 20:01,29.652
209,7/25/24 20:16,29.752
210,7/25/24 20:31,29.552
211,7/25/24 20:46,29.652
212,7/25/24 21:01,29.452
213,7/25/24 21:16,29.652
214,7/25/24 21:31,29.552
215,7/25/24 21:46,29.752
216,7/25/24 22:01,29.452
217,7/25/24 22:16,29.652
218,7/25/24 22:31,29.652
219,7/25/24 22:46,29.552
220,7/25/24 23:01,29.652
221,7/25/24 23:16,29.452
222,7/25/24 23:31,29.652
223,7/25/24 23:46,29.452
224,7/26/24 0:01,29.652
225,7/26/24 0:16,29.452
226,7/26/24 0:31,29.652
227,7/26/24 0:46,29.652
228,7/26/24 1:01,29.552
229,7/26/24 1:16,29.652
230,7/26/24 1:31,29.452
231,7/26/24 1:46,29.652
232,7/26/24 2:01,29.452
233,7/26/24 2:16,29.552
234,7/26/24 2:31,29.552
235,7/26/24 2:46,29.552
236,7/26/24 3:01,29.752
237,7/26/24 3:16,29.552
238,7/26/24 3:31,29.652
239,7/26/24 3:46,29.452
240,7/26/24 4:01,29.552
241,7/26/24 4:16,29.752
242,7/26/24 4:31,29.552
243,7/26/24 4:46,29.652
244,7/26/24 5:01,29.452
245,7/26/24 5:16,29.552
246,7/26/24 5:31,29.352
247,7/26/24 5:46,29.552
248,7/26/24 6:01,29.652
249,7/26/24 6:16,29.652
250,7/26/24 6:31,29.752
251,7/26/24 6:46,29.552
252,7/26/24 7:01,29.652
253,7/26/24 7:16,29.452
254,7/26/24 7:31,29.652
255,7/26/24 7:46,29.652
256,7/26/24 8:01,29.552
257,7/26/24 8:16,28.555
258,7/26/24 8:31,28.655
259,7/26/24 8:46,29.652
260,7/26/24 9:01,29.652
261,7/26/24 9:16,29.452
262,7/26/24 9:31,29.752
263,7/26/24 9:46,29.452
264,7/26/24 10:01,29.853
265,7/26/24 10:16,29.452
266,7/26/24 10:31,29.853
267,7/26/24 10:46,29.652
268,7/26/24 11:01,29.652
269,7/26/24 11:16,29.652
270,7/26/24 11:31,29.552
271,7/26/24 11:46,29.552
272,7/26/24 12:01,29.252
273,7/26/24 12:16,29.552
274,7/26/24 12:31,29.352
275,7/26/24 12:46,29.452
276,7/26/24 13:01,29.053
277,7/26/24 13:16,29.552
278,7/26/24 13:31,29.452
