date,timepoint,tank,crab-ID,trial-1,trial-2,trial-3,sex,integument-color,weight,missing-non-sampled,missing-swimmer,carapace-width,notes
6/24/24,1,T06,106,1.57,1.81,2.21,F,G,24.82,Y,N,49,Missing R1 & R2. 
6/24/24,1,T06,128,,,,M,,,,,33,
6/24/24,1,T07,110,,,,M,,,,,39,
6/24/24,1,T07,112,1.75,1.28,1.4,M,Y,58.35,N,N,62,
6/24/24,1,T07,114,2.78,2.28,2.22,M,Y,11.82,N,N,37,
6/24/24,1,T07,115,1.72,1.91,2.72,F,O,24.27,N,N,48,
6/24/24,1,T07,116,,,,M,,,,,54,
6/24/24,1,T07,118,0.94,0.94,2.25,F,O,14.48,N,N,40,
6/24/24,1,T07,119,,,,M,,,,,53,
6/24/24,1,T07,121,1.03,3.51,1.97,F,Y/G,13.34,N,N,37,
6/24/24,1,T07,125,1.66,1.62,2.59,M,Y,7.56,N,N,32,Tube is labled 123 MET.
6/25/24,2,T01,3,91,91,NA,F,R/O,18.82,N,N,45,
6/25/24,2,T01,5,,,,M,,,,,54,
6/25/24,2,T01,6,91,91,NA,F,Y/G,19.72,Y,Y,46,Missing L3 & L5. 
6/25/24,2,T01,8,,,,M,,,,,41,
6/25/24,2,T01,11,85.31,91,91,F,Y/O,14.01,Y,N,41,Missing L4. No weight reccorded? 
6/25/24,2,T01,16,,,,M,,,,,40,
6/25/24,2,T01,17,91,NA,NA,F,Y,20.06,N,N,44,
6/25/24,2,T01,18,91,91,NA,F,Y/G,28.84,N,N,50,
6/25/24,2,T01,56,91,91,NA,M,Y/G,23.92,N,N,47,
6/25/24,2,T01,57,91,91,NA,M,Y/G,12.64,N,N,39,
6/25/24,2,T02,21,,,,M,,,,,40,
6/25/24,2,T02,25,91,NA,NA,F,O,13.14,N,N,38,
6/25/24,2,T02,27,,,,M,,,,,51,
6/25/24,2,T02,28,91,NA,NA,F,O,24.62,Y,Y,49,"Missing R4, R5, & L5."
6/25/24,2,T02,29,91,NA,NA,F,O,23.11,N,N,47,
6/25/24,2,T02,31,,,,M,,,,,43,
6/25/24,2,T02,32,91,NA,NA,M,Y,31.55,N,N,51,
6/25/24,2,T02,34,,,,M,,,,,42,
6/25/24,2,T02,36,91,NA,NA,F,Y/G,10.55,N,N,36,
6/25/24,2,T02,59,91,NA,NA,M,Y/G,48.93,Y,N,61,Missing R4 & L3.
6/25/24,2,T02,60,91,NA,NA,M,Y,20.68,N,N,45,
6/25/24,2,T03,38,,,,M,,,,,44,
6/25/24,2,T03,40,2.72,7.22,33,M,G,17.43,Y,N,46,Missing R1 & L1. Carapace underside injury.
6/25/24,2,T03,41,52.53,91,NA,M,Y/G,17.02,N,N,43,
6/25/24,2,T03,45,21.34,82.72,7.78,F,O,13.37,Y,N,39,Missing L4.
6/25/24,2,T03,47,91,NA,NA,F,O,25.6,Y,N,50,Missing R1. 
6/25/24,2,T03,49,,,,M,,,,,43,
6/25/24,2,T03,50,3.6,16.69,NA,M,Y,26.35,N,N,48,
6/25/24,2,T03,51,,,,M,,,,,47,
6/25/24,2,T03,54,91,NA,NA,F,O,16.95,Y,N,43,Missing L1 & R1.
6/25/24,2,T03,62,,,,F,,,,,40,
6/25/24,2,T05,75,15.78,9.12,5.84,M,O,32.58,N,N,53,
6/25/24,2,T05,76,2.07,2.75,7.59,M,Y,16.87,N,N,43,
6/25/24,2,T05,79,38.78,29.53,27.16,F,O,11.98,Y,N,38,"Missing L2, L3 & part of L5."
6/25/24,2,T05,80,,,,M,,,,,49,
6/25/24,2,T05,82,9.75,12.13,7.59,F,R/O,24.63,N,N,48,
6/25/24,2,T05,83,1.91,7.53,7.1,F,O,12.36,Y,N,39,Misssing R1 & R2. 
6/25/24,2,T05,84,,,,M,,,,,63,
6/25/24,2,T05,85,,,,M,,,,,39,
6/25/24,2,T05,86,6.19,1.84,2.41,F,Y/G,27.26,N,N,48,
6/25/24,2,T05,87,3.62,11,9,F,Y/G,11.12,N,N,36,
6/25/24,2,T05,89,2.12,2.53,2.15,M,Y/G,13.48,N,N,41,
6/25/24,2,T06,92,2.9,1.5,1.97,F,O,12.34,N,N,39,
6/25/24,2,T06,94,0.94,2.5,2.28,M,Y/G,35.02,Y,N,57,Missing R1 & L1. Barnacle.
6/25/24,2,T06,97,2.34,6.53,2.81,M,Y/G,41.67,N,N,55,
6/25/24,2,T06,98,4.56,3.44,6.25,M,Y/O,18.67,N,N,43,
6/25/24,2,T06,99,2.88,4.07,1,F,O,15.06,Y,N,40,Missing R2
6/25/24,2,T06,101,3.1,14.34,42.22,F,O,15.17,Y,Y,42,"Missing R4, R5, L5."
6/25/24,2,T06,104,,,,M,,,,,35,
6/25/24,2,T06,105,1.3,1.47,2.19,F,G,18,N,N,42,
6/25/24,2,T06,128,,,,M,,,,,33,
6/25/24,2,T07,110,3.6,3.44,1.03,M,Y/O,13.86,N,N,39,
6/25/24,2,T07,114,6.72,7.81,8.19,M,Y,12.24,N,N,37,
6/25/24,2,T07,115,8.56,4.53,3.28,F,O,24.24,N,N,48,
6/25/24,2,T07,116,4.16,3.44,3.13,M,Y,36.68,Y,Y,54,Missing R5.
6/25/24,2,T07,118,1.19,1.43,1.75,F,O,14.86,N,N,40,
6/25/24,2,T07,119,,,,M,,,,,53,
6/25/24,2,T07,121,2.5,3.56,1.31,F,Y,13.29,N,N,37,
6/25/24,3,T01,3,91,,,F,R/O,18.79,Y,Y,45,Missing 1/2  of R5.
6/25/24,3,T01,5,91,,,M,R/O,34.57,Y,N,54,Missing R2. 
6/25/24,3,T01,6,91,,,F,Y/G,19.83,Y,Y,46,"Missing R5, and 1/2 of L3."
6/25/24,3,T01,8,9.5,12.5,53.16,M,Y/G,14.99,N,N,41,
6/25/24,3,T01,16,,,,M,,,,,40,
6/25/24,3,T01,17,91,,,F,Y,19.86,N,N,44,
6/25/24,3,T01,18,91,,,F,Y/G,28.91,N,N,50,
6/25/24,3,T01,57,91,,,M,Y/G,12.26,Y,N,39,Missing R1. 
6/25/24,3,T02,21,,,,M,,,,,40,
6/25/24,3,T02,25,6.44,83.57,91,F,O,13.09,N,N,38,
6/25/24,3,T02,27,,,,M,,,,,51,
6/25/24,3,T02,28,91,,,F,O,24.43,Y,Y,49,"Missing R4, R5, & L5."
6/25/24,3,T02,31,91,,,M,Y/O,20.38,N,N,43,
6/25/24,3,T02,34,91,,,M,Y/O,17.52,Y,N,42,Missing L3 & R2.
6/25/24,3,T02,36,91,,,F,Y/G,10.57,N,N,36,
6/25/24,3,T02,59,91,,,M,Y,49.08,Y,N,61,Missing L3 & R4.
6/25/24,3,T02,60,91,,,M,Y,20.65,N,N,45,
6/25/24,3,T03,38,8.4,14.94,64.81,M,Y/O,18.01,N,N,44,
6/25/24,3,T03,40,5.22,9.82,8.25,M,Y/G,17.12,Y,N,46,Missing R1.
6/25/24,3,T03,41,74.37,40.03,76.12,M,Y/G,17.08,N,N,43,
6/25/24,3,T03,45,5.16,5.9,6.78,F,O,13.43,N,N,39,
6/25/24,3,T03,49,,,,M,,,,,43,
6/25/24,3,T03,51,2.31,91,,M,Y/G,21.27,N,N,47,
6/25/24,3,T03,54,91,,,F,Y/G,17,Y,N,43,"Missing R1, L1, & L3."
6/25/24,3,T03,62,91,,,F,Y/G,15.14,N,N,40,
6/25/24,3,T05,76,8.41,7.82,7.19,M,Y/G,16.48,Y,N,43,Missing L1.
6/25/24,3,T05,79,11.28,25.62,34.25,F,O,11.88,Y,N,38,Missing L2 & L3
6/25/24,3,T05,80,3.38,1.75,2.5,M,Y/O,24.19,Y,N,49,Missing L1.
6/25/24,3,T05,82,8.72,11.03,9.06,F,O,24.27,Y,N,48,
6/25/24,3,T05,84,,,,M,,,,,63,Missing R2
6/25/24,3,T05,85,8.53,14.83,20.9,M,Y/O,12.4,Y,N,39,"Missing R1, R2, and L2."
6/25/24,3,T05,86,1.5,5.25,6.88,F,Y/G,24.5,N,N,48,
6/25/24,3,T05,87,1.81,5.41,4.5,F,Y/G,11.12,N,N,36,
6/25/24,3,T05,89,1.93,2.62,2.22,M,Y/G,16.64,N,N,41,
6/25/24,3,T06,92,0.97,2.78,3.15,F,O,12.59,Y,N,39,Missing L2
6/25/24,3,T06,94,2.88,2.19,1.25,M,G,35.32,Y,N,57,Missing R1 & L1.
6/25/24,3,T06,97,9.97,5.97,7.5,M,G,39.29,N,N,55,
6/25/24,3,T06,99,2.88,1,3.72,F,O,15.61,Y,N,40,Missing L2 & L3.
6/25/24,3,T06,101,8.47,2.4,6.41,F,O,15.29,Y,Y,42,"Missing R4, R5, & L5."
6/25/24,3,T06,104,2.4,2.37,5.06,M,O,10.36,Y,N,35,Missing 1/2 R Claw
6/25/24,3,T06,128,1.54,1.78,3.25,M,Y,10.6,N,N,33,
6/25/24,3,T07,110,4.47,1.63,5.47,M,O,34.2,N,N,39,
6/25/24,3,T07,114,4.28,6.91,6,M,Y,12.15,N,N,37,
6/25/24,3,T07,118,2.81,3.87,1,F,O,14.49,N,N,40,
6/25/24,3,T07,119,1,1,3.25,M,Y,13.11,N,N,53,
6/25/24,3,T07,121,2.37,1.75,13.43,F,Y,13.29,N,N,37,Weight from timepoint 2 used
6/26/24,4,T01,3,91,,,F,O,19.06,N,N,45,R5 chopped.
6/26/24,4,T01,6,91,,,F,Y/G,20.09,Y,Y,46,Missing L5
6/26/24,4,T01,8,,,,M,,,,,41,Vanished??
6/26/24,4,T01,16,91,,,M,O,15.22,Y,N,40,"Missing R2, R4, and L3."
6/26/24,4,T01,17,91,,,F,Y,20.51,N,N,44,
6/26/24,4,T01,18,91,,,F,Y/G,29.41,N,N,50,
6/26/24,4,T01,57,91,,,M,Y/G,12.79,N,N,39,
6/26/24,4,T02,21,12.13,11.19,19.32,M,O,14.35,Y,Y,40,Missing L5.
6/26/24,4,T02,25,3.1,51.21,13.65,F,O,13.3,N,N,38,Missing 1/2 of R4
6/26/24,4,T02,27,2,6.9,13,M,Y,31.18,N,N,51,
6/26/24,4,T02,28,91,,,F,O,25.52,Y,Y,49,"Missing R4, L5, & R5"
6/26/24,4,T02,36,91,,,F,Y,10.56,N,N,36,
6/26/24,4,T02,59,91,,,M,Y,50.17,Y,N,61,Missing R4 & L3.
6/26/24,4,T02,60,91,,,M,Y,20.85,N,N,45,
6/26/24,4,T03,40,47.4,54.72,3.87,M,Y/G,17.69,Y,N,46,"Missing R1, L1. Carapace injury on underside."
6/26/24,4,T03,41,91,,,M,Y,17.27,N,N,43,
6/26/24,4,T03,45,12.78,4.81,7.25,F,Y/O,13.34,N,N,39,
6/26/24,4,T03,49,50.28,91,,M,O,17.9,N,N,43,
6/26/24,4,T03,54,75.66,4.91,44.07,F,Y/G,17.2,Y,N,43,R1 L1
6/26/24,4,T03,62,91,,,F,Y,15.46,N,N,40,
6/26/24,4,T05,76,2.47,2.81,1.91,M,Y/O,16.51,Y,N,43,L1
6/26/24,4,T05,79,31.68,8.94,6.6,F,O,11.86,Y,N,38,L2 L3
6/26/24,4,T05,82,3.12,2.25,1.63,F,O,24.4,N,N,48,
6/26/24,4,T05,84,7.09,6.19,10.35,M,Y/O,63.86,N,N,63,
6/26/24,4,T05,86,3.5,1.84,2.53,F,Y/O,25.39,N,N,48,
6/26/24,4,T05,87,1.94,1.22,1,F,Y/G,11.14,N,N,36,
6/26/24,4,T05,89,1.78,2.68,2.09,M,Y,16.64,N,N,41,
6/26/24,4,T06,92,4.25,5.43,4.16,F,O,12.5,N,N,39,
6/26/24,4,T06,94,2.57,4.85,2.69,M,Y/G,35.73,Y,N,57,R1 L1
6/26/24,4,T06,97,4.09,5.72,3.87,M,Y/G,39.97,N,N,55,
6/26/24,4,T06,99,4.5,5.72,6.21,F,O,15.52,Y,N,40,R2
6/26/24,4,T06,101,5.78,9.28,6.09,F,O,15.5,Y,Y,42,R5 R4
6/26/24,4,T07,110,4.5,6.54,1.34,M,Y,13.32,N,N,39,
6/26/24,4,T07,114,1.27,2.49,7.59,M,Y/O,12.25,N,N,37,
6/26/24,4,T07,118,1.63,2.13,2.56,F,Y/O,14.85,N,N,40,
6/26/24,4,T07,121,2.5,1.63,2.06,F,Y,13.53,N,N,37,
6/28/24,5,T01,3,91,,,F,O,19.23,N,N,45,Missing 1/2 R5 
6/28/24,5,T01,6,91,,,F,Y/G,19.88,Y,Y,46,
6/28/24,5,T01,16,91,,,M,O,15.33,Y,N,40,"Missing R2, R4, & L3"
6/28/24,5,T01,17,91,,,F,Y,20.2,N,N,44,
6/28/24,5,T01,57,91,,,M,Y,12.62,N,N,39,
6/28/24,5,T02,21,11.06,13.94,16.57,M,O,14.12,Y,Y,40,L5
6/28/24,5,T02,25,3.45,83.66,53.69,F,O,13.2,N,N,38,P in 26
6/28/24,5,T02,28,91,,,F,O,25.19,Y,Y,49,R4 R5 L5
6/28/24,5,T02,59,91,,,M,Y,49.9,Y,N,61,R4 L3
6/28/24,5,T02,60,91,,,M,Y,20.58,N,N,45,
6/28/24,5,T03,40,43.37,31.22,82.12,M,Y/G,17.38,Y,N,46,R1 R4
6/28/24,5,T03,41,91,,,M,Y,17.12,N,N,43,
6/28/24,5,T03,45,3.97,4.05,3,F,Y/O,13.57,N,N,39,
6/28/24,5,T03,54,30.16,30.37,85.72,F,Y,16.99,Y,N,43,R1 R4
6/28/24,5,T05,76,1.07,2.65,1.54,M,Y/O,16.39,Y,N,43,L1
6/28/24,5,T05,82,2.37,6.31,5.38,F,O,24.56,N,N,48,
6/28/24,5,T05,86,2.25,1.56,2.63,F,Y,24.33,N,N,48,
6/28/24,5,T05,87,2.09,2.09,3.4,F,Y/G,11.1,N,N,36,
6/28/24,5,T05,89,1.5,1.43,3.12,M,Y/G,17.08,N,N,41,
6/28/24,5,T06,92,2.41,1.29,3.56,F,Y/O,12.55,N,N,39,
6/28/24,5,T06,97,2.66,2.5,2.5,M,G,39.08,N,N,55,94 met in 63
6/28/24,5,T06,101,3.19,15.5,15.5,F,Y/O,15.19,Y,Y,42,L5 R4 R5
6/28/24,5,T07,110,4.75,5.63,5.63,M,Y,13.09,N,N,39,
6/28/24,5,T07,118,1.07,1.56,1.56,F,O,14.77,N,N,40,
6/28/24,5,T07,121,10.68,3.57,3.57,F,Y,13.28,N,N,37,
