"Plot Title: t10a"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20548774, SEN S/N: 20548774, LBL: t10a)","Coupler Detached (LGR S/N: 20548774)","Coupler Attached (LGR S/N: 20548774)","Host Connected (LGR S/N: 20548774)","Stopped (LGR S/N: 20548774)","End Of File (LGR S/N: 20548774)"
35,07/31/23 06:37:02 PM,16.237,,,,,
36,07/31/23 06:52:02 PM,16.237,,,,,
37,07/31/23 07:07:02 PM,16.141,,,,,
38,07/31/23 07:22:02 PM,15.855,,,,,
39,07/31/23 07:37:02 PM,15.569,,,,,
40,07/31/23 07:52:02 PM,15.473,,,,,
41,07/31/23 08:07:02 PM,15.378,,,,,
42,07/31/23 08:22:02 PM,15.378,,,,,
43,07/31/23 08:37:02 PM,15.282,,,,,
44,07/31/23 08:52:02 PM,15.378,,,,,
45,07/31/23 09:07:02 PM,15.664,,,,,
46,07/31/23 09:22:02 PM,15.855,,,,,
47,07/31/23 09:37:02 PM,15.855,,,,,
48,07/31/23 09:52:02 PM,15.664,,,,,
49,07/31/23 10:07:02 PM,15.569,,,,,
50,07/31/23 10:22:02 PM,15.760,,,,,
51,07/31/23 10:37:02 PM,15.855,,,,,
52,07/31/23 10:52:02 PM,15.760,,,,,
53,07/31/23 11:07:02 PM,15.760,,,,,
54,07/31/23 11:22:02 PM,15.760,,,,,
55,07/31/23 11:37:02 PM,15.760,,,,,
56,07/31/23 11:52:02 PM,15.664,,,,,
57,08/01/23 12:07:02 AM,15.760,,,,,
58,08/01/23 12:22:02 AM,15.951,,,,,
59,08/01/23 12:37:02 AM,15.951,,,,,
60,08/01/23 12:52:02 AM,15.760,,,,,
61,08/01/23 01:07:02 AM,15.760,,,,,
62,08/01/23 01:22:02 AM,15.760,,,,,
63,08/01/23 01:37:02 AM,15.760,,,,,
64,08/01/23 01:52:02 AM,15.760,,,,,
65,08/01/23 02:07:02 AM,15.664,,,,,
66,08/01/23 02:22:02 AM,15.760,,,,,
67,08/01/23 02:37:02 AM,15.855,,,,,
68,08/01/23 02:52:02 AM,15.760,,,,,
69,08/01/23 03:07:02 AM,15.951,,,,,
70,08/01/23 03:22:02 AM,15.951,,,,,
71,08/01/23 03:37:02 AM,15.951,,,,,
72,08/01/23 03:52:02 AM,15.951,,,,,
73,08/01/23 04:07:02 AM,15.855,,,,,
74,08/01/23 04:22:02 AM,15.951,,,,,
75,08/01/23 04:37:02 AM,15.855,,,,,
76,08/01/23 04:52:02 AM,15.951,,,,,
77,08/01/23 05:07:02 AM,15.855,,,,,
78,08/01/23 05:22:02 AM,15.855,,,,,
79,08/01/23 05:37:02 AM,15.855,,,,,
80,08/01/23 05:52:02 AM,15.855,,,,,
81,08/01/23 06:07:02 AM,15.951,,,,,
82,08/01/23 06:22:02 AM,15.282,,,,,
83,08/01/23 06:37:02 AM,15.569,,,,,
84,08/01/23 06:52:02 AM,15.760,,,,,
85,08/01/23 07:07:02 AM,15.951,,,,,
86,08/01/23 07:22:02 AM,16.141,,,,,
87,08/01/23 07:37:02 AM,16.046,,,,,
88,08/01/23 07:52:02 AM,15.855,,,,,
89,08/01/23 08:07:02 AM,15.951,,,,,
90,08/01/23 08:22:02 AM,15.855,,,,,
91,08/01/23 08:37:02 AM,15.760,,,,,
92,08/01/23 08:52:02 AM,15.569,,,,,
93,08/01/23 09:07:02 AM,15.473,,,,,
94,08/01/23 09:22:02 AM,15.664,,,,,
95,08/01/23 09:37:02 AM,15.378,,,,,
96,08/01/23 09:52:02 AM,15.282,,,,,
97,08/01/23 10:07:02 AM,15.473,,,,,
98,08/01/23 10:22:02 AM,15.473,,,,,
99,08/01/23 10:37:02 AM,15.569,,,,,
100,08/01/23 10:52:02 AM,15.569,,,,,
101,08/01/23 11:07:02 AM,15.569,,,,,
102,08/01/23 11:22:02 AM,15.569,,,,,
103,08/01/23 11:37:02 AM,15.855,,,,,
104,08/01/23 11:52:02 AM,15.569,,,,,
105,08/01/23 12:07:02 PM,15.569,,,,,
106,08/01/23 12:22:02 PM,15.760,,,,,
107,08/01/23 12:37:02 PM,15.855,,,,,
108,08/01/23 12:52:02 PM,15.855,,,,,
109,08/01/23 01:07:02 PM,15.855,,,,,
110,08/01/23 01:22:02 PM,16.046,,,,,
111,08/01/23 01:37:02 PM,15.951,,,,,
112,08/01/23 01:52:02 PM,15.951,,,,,
113,08/01/23 02:07:02 PM,15.951,,,,,
114,08/01/23 02:22:02 PM,16.046,,,,,
115,08/01/23 02:37:02 PM,16.141,,,,,
116,08/01/23 02:52:02 PM,16.141,,,,,
117,08/01/23 03:07:02 PM,16.141,,,,,
118,08/01/23 03:22:02 PM,16.332,,,,,
119,08/01/23 03:37:02 PM,16.427,,,,,
120,08/01/23 03:52:02 PM,16.427,,,,,
121,08/01/23 04:07:02 PM,16.523,,,,,
122,08/01/23 04:22:02 PM,16.523,,,,,
123,08/01/23 04:37:02 PM,16.618,,,,,
124,08/01/23 04:52:02 PM,16.618,,,,,
125,08/01/23 05:07:02 PM,16.618,,,,,
126,08/01/23 05:22:02 PM,16.618,,,,,
127,08/01/23 05:37:02 PM,16.713,,,,,
128,08/01/23 05:52:02 PM,16.618,,,,,
129,08/01/23 06:07:02 PM,16.618,,,,,
130,08/01/23 06:22:02 PM,16.618,,,,,
131,08/01/23 06:37:02 PM,16.523,,,,,
132,08/01/23 06:52:02 PM,16.332,,,,,
133,08/01/23 07:07:02 PM,16.237,,,,,
134,08/01/23 07:22:02 PM,16.141,,,,,
135,08/01/23 07:37:02 PM,16.046,,,,,
136,08/01/23 07:52:02 PM,15.951,,,,,
137,08/01/23 08:07:02 PM,15.855,,,,,
138,08/01/23 08:22:02 PM,15.855,,,,,
139,08/01/23 08:37:02 PM,15.760,,,,,
140,08/01/23 08:52:02 PM,15.664,,,,,
141,08/01/23 09:07:02 PM,15.569,,,,,
142,08/01/23 09:22:02 PM,15.473,,,,,
143,08/01/23 09:37:02 PM,15.473,,,,,
144,08/01/23 09:52:02 PM,15.378,,,,,
145,08/01/23 10:07:02 PM,15.378,,,,,
146,08/01/23 10:22:02 PM,15.282,,,,,
147,08/01/23 10:37:02 PM,15.282,,,,,
148,08/01/23 10:52:02 PM,15.187,,,,,
149,08/01/23 11:07:02 PM,15.378,,,,,
150,08/01/23 11:22:02 PM,15.473,,,,,
151,08/01/23 11:37:02 PM,15.282,,,,,
152,08/01/23 11:52:02 PM,15.187,,,,,
153,08/02/23 12:07:02 AM,15.378,,,,,
154,08/02/23 12:22:02 AM,15.473,,,,,
155,08/02/23 12:37:02 AM,15.378,,,,,
156,08/02/23 12:52:02 AM,15.282,,,,,
157,08/02/23 01:07:02 AM,15.473,,,,,
158,08/02/23 01:22:02 AM,15.378,,,,,
159,08/02/23 01:37:02 AM,15.282,,,,,
160,08/02/23 01:52:02 AM,15.378,,,,,
161,08/02/23 02:07:02 AM,15.378,,,,,
162,08/02/23 02:22:02 AM,15.282,,,,,
163,08/02/23 02:37:02 AM,15.378,,,,,
164,08/02/23 02:52:02 AM,15.378,,,,,
165,08/02/23 03:07:02 AM,15.282,,,,,
166,08/02/23 03:22:02 AM,15.378,,,,,
167,08/02/23 03:37:02 AM,15.473,,,,,
168,08/02/23 03:52:02 AM,15.282,,,,,
169,08/02/23 04:07:02 AM,15.378,,,,,
170,08/02/23 04:22:02 AM,15.473,,,,,
171,08/02/23 04:37:02 AM,15.282,,,,,
172,08/02/23 04:52:02 AM,15.282,,,,,
173,08/02/23 05:07:02 AM,15.378,,,,,
174,08/02/23 05:22:02 AM,15.282,,,,,
175,08/02/23 05:37:02 AM,15.378,,,,,
176,08/02/23 05:52:02 AM,15.378,,,,,
177,08/02/23 06:07:02 AM,15.282,,,,,
178,08/02/23 06:22:02 AM,15.378,,,,,
179,08/02/23 06:37:02 AM,15.282,,,,,
180,08/02/23 06:52:02 AM,15.378,,,,,
181,08/02/23 07:07:02 AM,15.473,,,,,
182,08/02/23 07:22:02 AM,15.473,,,,,
183,08/02/23 07:37:02 AM,15.378,,,,,
184,08/02/23 07:52:02 AM,15.378,,,,,
185,08/02/23 08:01:48 AM,,,Logged,Logged,,
186,08/02/23 08:02:04 AM,,Logged,,,,
187,08/02/23 08:07:02 AM,19.567,,,,,
188,08/02/23 08:22:02 AM,15.569,,,,,
189,08/02/23 08:37:02 AM,15.569,,,,,
190,08/02/23 08:52:02 AM,15.569,,,,,
191,08/02/23 09:07:02 AM,15.569,,,,,
192,08/02/23 09:22:02 AM,15.664,,,,,
193,08/02/23 09:37:02 AM,15.760,,,,,
194,08/02/23 09:52:02 AM,15.855,,,,,
195,08/02/23 10:07:02 AM,15.951,,,,,
196,08/02/23 10:22:02 AM,16.046,,,,,
197,08/02/23 10:37:02 AM,16.141,,,,,
198,08/02/23 10:52:02 AM,16.141,,,,,
199,08/02/23 11:07:02 AM,16.237,,,,,
200,08/02/23 11:22:02 AM,16.237,,,,,
201,08/02/23 11:37:02 AM,16.237,,,,,
202,08/02/23 11:52:02 AM,16.237,,,,,
203,08/02/23 12:07:02 PM,16.141,,,,,
204,08/02/23 12:22:02 PM,16.141,,,,,
205,08/02/23 12:37:02 PM,16.141,,,,,
206,08/02/23 12:52:02 PM,16.141,,,,,
207,08/02/23 01:07:02 PM,16.332,,,,,
208,08/02/23 01:22:02 PM,16.237,,,,,
209,08/02/23 01:37:02 PM,16.141,,,,,
210,08/02/23 01:52:02 PM,16.237,,,,,
211,08/02/23 02:07:02 PM,16.237,,,,,
212,08/02/23 02:22:02 PM,16.332,,,,,
213,08/02/23 02:37:02 PM,16.427,,,,,
214,08/02/23 02:52:02 PM,16.427,,,,,
215,08/02/23 03:07:02 PM,16.523,,,,,
216,08/02/23 03:22:02 PM,16.523,,,,,
217,08/02/23 03:37:02 PM,16.618,,,,,
218,08/02/23 03:52:02 PM,16.713,,,,,
219,08/02/23 04:07:02 PM,16.713,,,,,
220,08/02/23 04:22:02 PM,16.713,,,,,
221,08/02/23 04:37:02 PM,16.713,,,,,
222,08/02/23 04:52:02 PM,16.808,,,,,
223,08/02/23 05:07:02 PM,16.808,,,,,
224,08/02/23 05:22:02 PM,16.808,,,,,
225,08/02/23 05:37:02 PM,16.808,,,,,
226,08/02/23 05:52:02 PM,16.808,,,,,
227,08/02/23 06:07:02 PM,16.808,,,,,
228,08/02/23 06:22:02 PM,16.808,,,,,
229,08/02/23 06:37:02 PM,16.713,,,,,
230,08/02/23 06:52:02 PM,16.713,,,,,
231,08/02/23 07:07:02 PM,16.618,,,,,
232,08/02/23 07:22:02 PM,16.523,,,,,
233,08/02/23 07:37:02 PM,16.427,,,,,
234,08/02/23 07:52:02 PM,16.427,,,,,
235,08/02/23 08:07:02 PM,16.332,,,,,
236,08/02/23 08:22:02 PM,16.332,,,,,
237,08/02/23 08:37:02 PM,16.332,,,,,
238,08/02/23 08:52:02 PM,16.237,,,,,
239,08/02/23 09:07:02 PM,16.237,,,,,
240,08/02/23 09:22:02 PM,16.237,,,,,
241,08/02/23 09:37:02 PM,16.141,,,,,
242,08/02/23 09:52:02 PM,16.046,,,,,
243,08/02/23 10:07:02 PM,16.046,,,,,
244,08/02/23 10:22:02 PM,15.951,,,,,
245,08/02/23 10:37:02 PM,15.951,,,,,
246,08/02/23 10:52:02 PM,15.855,,,,,
247,08/02/23 11:07:02 PM,15.760,,,,,
248,08/02/23 11:22:02 PM,15.664,,,,,
249,08/02/23 11:37:02 PM,15.569,,,,,
250,08/02/23 11:52:02 PM,15.569,,,,,
251,08/03/23 12:07:02 AM,15.473,,,,,
252,08/03/23 12:22:02 AM,15.378,,,,,
253,08/03/23 12:37:02 AM,15.378,,,,,
254,08/03/23 12:52:02 AM,15.282,,,,,
255,08/03/23 01:07:02 AM,15.282,,,,,
256,08/03/23 01:22:02 AM,15.187,,,,,
257,08/03/23 01:37:02 AM,15.187,,,,,
258,08/03/23 01:52:02 AM,15.187,,,,,
259,08/03/23 02:07:02 AM,15.091,,,,,
260,08/03/23 02:22:02 AM,15.187,,,,,
261,08/03/23 02:37:02 AM,15.187,,,,,
262,08/03/23 02:52:02 AM,15.187,,,,,
263,08/03/23 03:07:02 AM,15.187,,,,,
264,08/03/23 03:22:02 AM,15.187,,,,,
265,08/03/23 03:37:02 AM,15.187,,,,,
266,08/03/23 03:52:02 AM,15.187,,,,,
267,08/03/23 04:07:02 AM,15.187,,,,,
268,08/03/23 04:22:02 AM,15.187,,,,,
269,08/03/23 04:37:02 AM,15.187,,,,,
270,08/03/23 04:52:02 AM,15.187,,,,,
271,08/03/23 05:07:02 AM,15.187,,,,,
272,08/03/23 05:22:02 AM,15.187,,,,,
273,08/03/23 05:37:02 AM,15.187,,,,,
274,08/03/23 05:52:02 AM,15.187,,,,,
275,08/03/23 06:07:02 AM,15.282,,,,,
276,08/03/23 06:22:02 AM,15.282,,,,,
277,08/03/23 06:37:02 AM,15.378,,,,,
278,08/03/23 06:52:02 AM,15.473,,,,,
279,08/03/23 07:07:02 AM,15.569,,,,,
280,08/03/23 07:22:02 AM,15.569,,,,,
281,08/03/23 07:37:02 AM,15.664,,,,,
282,08/03/23 07:52:02 AM,15.664,,,,,
283,08/03/23 08:07:02 AM,15.760,,,,,
284,08/03/23 08:22:02 AM,15.760,,,,,
285,08/03/23 08:37:02 AM,15.855,,,,,
286,08/03/23 08:52:02 AM,15.760,,,,,
287,08/03/23 09:07:02 AM,15.855,,,,,
288,08/03/23 09:22:02 AM,15.855,,,,,
289,08/03/23 09:37:02 AM,15.951,,,,,
290,08/03/23 09:52:02 AM,15.951,,,,,
291,08/03/23 10:07:02 AM,20.424,,,,,
292,08/03/23 10:22:02 AM,24.931,,,,,
293,08/03/23 10:37:02 AM,24.931,,,,,
294,08/03/23 10:52:02 AM,24.931,,,,,
295,08/03/23 11:07:02 AM,25.028,,,,,
296,08/03/23 11:22:02 AM,26.781,,,,,
297,08/03/23 11:37:02 AM,29.053,,,,,
298,08/03/23 11:52:02 AM,30.356,,,,,
299,08/03/23 12:07:02 PM,31.268,,,,,
300,08/03/23 12:22:02 PM,32.086,,,,,
301,08/03/23 12:37:02 PM,32.086,,,,,
302,08/03/23 12:52:02 PM,32.086,,,,,
303,08/03/23 01:07:02 PM,31.983,,,,,
304,08/03/23 01:22:02 PM,32.086,,,,,
305,08/03/23 01:37:02 PM,32.086,,,,,
306,08/03/23 01:52:02 PM,32.086,,,,,
307,08/03/23 02:07:02 PM,32.188,,,,,
308,08/03/23 02:22:02 PM,32.188,,,,,
309,08/03/23 02:37:02 PM,32.086,,,,,
310,08/03/23 02:52:02 PM,32.086,,,,,
311,08/03/23 03:07:02 PM,32.086,,,,,
312,08/03/23 03:22:02 PM,32.086,,,,,
313,08/03/23 03:37:02 PM,32.086,,,,,
314,08/03/23 03:52:02 PM,32.086,,,,,
315,08/03/23 04:07:02 PM,32.086,,,,,
316,08/03/23 04:22:02 PM,32.188,,,,,
317,08/03/23 04:37:02 PM,32.188,,,,,
318,08/03/23 04:52:02 PM,32.188,,,,,
319,08/03/23 05:07:02 PM,32.086,,,,,
320,08/03/23 05:22:02 PM,32.086,,,,,
321,08/03/23 05:37:02 PM,32.086,,,,,
322,08/03/23 05:52:02 PM,32.086,,,,,
323,08/03/23 06:07:02 PM,32.086,,,,,
324,08/03/23 06:22:02 PM,32.188,,,,,
325,08/03/23 06:37:02 PM,32.188,,,,,
326,08/03/23 06:52:02 PM,32.188,,,,,
327,08/03/23 07:07:02 PM,32.188,,,,,
328,08/03/23 07:22:02 PM,32.086,,,,,
329,08/03/23 07:37:02 PM,32.086,,,,,
330,08/03/23 07:52:02 PM,32.086,,,,,
331,08/03/23 08:07:02 PM,32.188,,,,,
332,08/03/23 08:22:02 PM,32.086,,,,,
333,08/03/23 08:37:02 PM,32.086,,,,,
334,08/03/23 08:52:02 PM,32.086,,,,,
335,08/03/23 09:07:02 PM,32.086,,,,,
336,08/03/23 09:22:02 PM,32.086,,,,,
337,08/03/23 09:37:02 PM,32.086,,,,,
338,08/03/23 09:52:02 PM,32.188,,,,,
339,08/03/23 10:07:02 PM,31.880,,,,,
340,08/03/23 10:22:02 PM,31.983,,,,,
341,08/03/23 10:37:02 PM,31.983,,,,,
342,08/03/23 10:52:02 PM,32.188,,,,,
343,08/03/23 11:07:02 PM,32.188,,,,,
344,08/03/23 11:22:02 PM,32.188,,,,,
345,08/03/23 11:37:02 PM,32.188,,,,,
346,08/03/23 11:52:02 PM,31.983,,,,,
347,08/04/23 12:07:02 AM,32.188,,,,,
348,08/04/23 12:22:02 AM,32.188,,,,,
349,08/04/23 12:37:02 AM,32.086,,,,,
350,08/04/23 12:52:02 AM,32.188,,,,,
351,08/04/23 01:07:02 AM,32.188,,,,,
352,08/04/23 01:22:02 AM,32.291,,,,,
353,08/04/23 01:37:02 AM,32.188,,,,,
354,08/04/23 01:52:02 AM,32.291,,,,,
355,08/04/23 02:07:02 AM,32.086,,,,,
356,08/04/23 02:22:02 AM,32.086,,,,,
357,08/04/23 02:37:02 AM,32.188,,,,,
358,08/04/23 02:52:02 AM,32.291,,,,,
359,08/04/23 03:07:02 AM,32.188,,,,,
360,08/04/23 03:22:02 AM,32.188,,,,,
361,08/04/23 03:37:02 AM,31.983,,,,,
362,08/04/23 03:52:02 AM,32.086,,,,,
363,08/04/23 04:07:02 AM,32.188,,,,,
364,08/04/23 04:22:02 AM,32.086,,,,,
365,08/04/23 04:37:02 AM,32.188,,,,,
366,08/04/23 04:52:02 AM,32.188,,,,,
367,08/04/23 05:07:02 AM,32.086,,,,,
368,08/04/23 05:22:02 AM,32.188,,,,,
369,08/04/23 05:37:02 AM,32.291,,,,,
370,08/04/23 05:52:02 AM,32.188,,,,,
371,08/04/23 06:07:02 AM,32.291,,,,,
372,08/04/23 06:22:02 AM,32.291,,,,,
373,08/04/23 06:37:02 AM,32.394,,,,,
374,08/04/23 06:52:02 AM,32.188,,,,,
375,08/04/23 07:07:02 AM,32.188,,,,,
376,08/04/23 07:22:02 AM,32.188,,,,,
377,08/04/23 07:37:02 AM,32.291,,,,,
378,08/04/23 07:52:02 AM,32.188,,,,,
379,08/04/23 08:07:02 AM,32.291,,,,,
380,08/04/23 08:22:02 AM,31.983,,,,,
381,08/04/23 08:37:02 AM,31.983,,,,,
382,08/04/23 08:52:02 AM,31.983,,,,,
383,08/04/23 09:07:02 AM,31.983,,,,,
384,08/04/23 09:22:02 AM,32.086,,,,,
385,08/04/23 09:37:02 AM,32.086,,,,,
386,08/04/23 09:52:02 AM,32.188,,,,,
387,08/04/23 10:07:02 AM,32.086,,,,,
388,08/04/23 10:22:02 AM,32.086,,,,,
389,08/04/23 10:37:02 AM,32.086,,,,,
390,08/04/23 10:52:02 AM,32.086,,,,,
391,08/04/23 11:07:02 AM,32.086,,,,,
392,08/04/23 11:22:02 AM,32.188,,,,,
393,08/04/23 11:37:02 AM,32.188,,,,,
394,08/04/23 11:52:02 AM,32.086,,,,,
395,08/04/23 12:07:02 PM,32.188,,,,,
396,08/04/23 12:22:02 PM,32.188,,,,,
397,08/04/23 12:37:02 PM,32.086,,,,,
398,08/04/23 12:52:02 PM,32.086,,,,,
399,08/04/23 01:07:02 PM,32.188,,,,,
400,08/04/23 01:22:02 PM,32.086,,,,,
401,08/04/23 01:37:02 PM,31.983,,,,,
402,08/04/23 01:52:02 PM,31.983,,,,,
403,08/04/23 02:07:02 PM,31.983,,,,,
404,08/04/23 02:22:02 PM,31.676,,,,,
405,08/04/23 02:37:02 PM,31.268,,,,,
406,08/04/23 02:52:02 PM,31.778,,,,,
407,08/04/23 03:07:02 PM,30.963,,,,,
408,08/04/23 03:22:02 PM,24.351,,,,,
409,08/04/23 03:37:02 PM,24.062,,,,,
410,08/04/23 03:52:02 PM,24.062,,,,,
411,08/04/23 04:07:02 PM,24.738,,,,,
412,08/04/23 04:22:02 PM,25.805,,,,,
413,08/04/23 04:37:02 PM,25.028,,,,,
414,08/04/23 04:52:02 PM,25.416,,,,,
415,08/04/23 05:07:02 PM,25.805,,,,,
416,08/04/23 05:22:02 PM,25.902,,,,,
417,08/04/23 05:33:47 PM,,,Logged,,,
418,08/04/23 05:34:00 PM,,,,Logged,,
419,08/04/23 05:34:31 PM,,,,,Logged,Logged
